title,model,field_published_stock_code,field_product_type,field_product_category,field_original_publication_date,field_published_in_us,field_published_in_mexico,field_published_in_india,field_published_in_china,field_published_in_uk,field_published_in_germany,field_published_in_italy,field_published_in_spain,field_published_in_france,field_revision,field_outside_dia_bd_spe_in,field_outside_dia_in,field_outside_dia_mm,field_outside_dia_cm,field_out_dia_tol_bld_spc_in,field_out_dia_tol_in,field_out_dia_tol_mm,field_out_dia_tol_cm,field_hole_dia_bd_spe_in,field_hole_dia_in,field_hole_dia_mm,field_hole_dia_cm,field_rod_dia_bd_spe_in,field_rod_dia_in,field_rod_dia_mm,field_rod_dia_cm,field_rod_dia_tole_bd_spe_in,field_rod_dia_tole_in,field_rod_dia_tole_mm,field_rod_dia_tole_cm,field_free_len_bd_spe_in,field_free_len_in,field_free_len_mm,field_free_len_cm,field_free_len_tole_bd_spe_in,field_free_len_tole_in,field_free_len_tole_mm,field_free_len_tole_cm,field_rate_bd_spe_lb_in,field_rate_lb_in,field_rate_n_mm,field_rate_n_cm,field_rate_kg_mm,field_rate_kg_cm,field_rate_gm_mm,field_rate_gm_cm,field_rate_tole_bd_spe_lb_in,field_rate_tole_lb_in,field_rate_tole_n_mm,field_rate_tole_n_cm,field_rate_tole_kg_mm,field_rate_tole_kg_cm,field_rate_tole_gm_mm,field_rate_tole_gm_cm,field_solid_height_bd_spe_in,field_solid_height_in,field_solid_height_mm,field_solid_height_cm,field_wire_dia_bd_spe_in,field_wire_dia_in,field_wire_dia_mm,field_wire_dia_cm,field_material,field_material_short_description,field_load_at_solid_height_bd_lb,field_load_at_solid_height_lb,field_load_at_solid_height_n,field_load_at_solid_height_kg,field_load_at_solid_height_gm,field_end,field_direction_of_wind,field_active_coils_bd_spe,field_active_coils,field_active_coils_tole_bd_spe,field_active_coils_tole,field_total_coils_bd_spe,field_total_coils,field_finish,field_spring_type,field_product_series,field_material_specification,field_inside_dia_bd_spe_in,field_inside_dia_in,field_inside_dia_mm,field_inside_dia_cm,field_ins_dia_tol_bld_spec_in,field_field_inside_dia_tol_in,field_field_inside_dia_tol_mm,field_field_inside_dia_tol_cm,field_color,field_weight_per_item_lb
CI 012B 03 M,CI 012B 03 M,CI012B03M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.088,0.088,2.24,0.224,+/-0.003,+/-0.003,+/-0.08,+/-0.008,0.094,0.094,2.39,0.239,0.059,0.059,1.5,0.15,MIN,MIN,MIN,MIN,0.25,0.25,6.35,0.635,0.018,0.018,0.46,0.046,11,11,1.926,19.26,0.1964,1.964,196.44,1964.4,1.1,1.1,0.1926,1.926,0.01964,0.1964,19.644,196.44,0.114,0.114,2.9,0.29,0.012,0.012,0.3,0.03,Music Wire,MW,1.4,1.4,6.23,0.635,635.04,Squared,Factory Option,6.441,6.441,Reference,Reference,8.44,8.44,Pre-coated with Tin,1,Instrument Compression Series (inch),ASTM A228,0.064,0.064,1.63,0.163,Reference,Reference,Reference,Reference,,0.000068
CI 012B 03 S,CI 012B 03 S,CI012B03S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.088,0.088,2.24,0.224,+/-0.003,+/-0.003,+/-0.08,+/-0.008,0.094,0.094,2.39,0.239,0.059,0.059,1.5,0.15,MIN,MIN,MIN,MIN,0.25,0.25,6.35,0.635,0.018,0.018,0.46,0.046,9.2,9.2,1.611,16.11,0.1643,1.643,164.29,1642.9,0.92,0.92,0.1611,1.611,0.01643,0.1643,16.429,164.29,0.114,0.114,2.9,0.29,0.012,0.012,0.3,0.03,Stainless Steel,SS,1.1662,1.166,5.19,0.529,528.99,Squared,Factory Option,6.418,6.418,Reference,Reference,8.42,8.42,Passivate per ASTM A967,1,Instrument Compression Series (inch),ASTM A313,0.064,0.064,1.63,0.163,Reference,Reference,Reference,Reference,,0.0000692
CI 012B 03 S316,CI 012B 03 S316,CI012B03S316,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.088,0.088,2.24,0.224,+/-0.003,+/-0.003,+/-0.08,+/-0.008,0.094,0.094,2.39,0.239,0.059,0.059,1.5,0.15,MIN,MIN,MIN,MIN,0.25,0.25,6.35,0.635,0.018,0.018,0.46,0.046,9.2,9.2,1.611,16.11,0.1643,1.643,164.29,1642.9,0.92,0.92,0.1611,1.611,0.01643,0.1643,16.429,164.29,0.114,0.114,2.9,0.29,0.012,0.012,0.3,0.03,Stainless Steel Type 316,SS316,1.1662,1.166,5.19,0.529,528.99,Squared,Factory Option,6.418,6.418,Reference,Reference,8.42,8.42,Passivate per ASTM A967,1,Instrument Compression Series (inch),ASTM A313,0.064,0.064,1.63,0.163,Reference,Reference,Reference,Reference,,0.0000692
CI 012B 04 M,CI 012B 04 M,CI012B04M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.088,0.088,2.24,0.224,+/-0.003,+/-0.003,+/-0.08,+/-0.008,0.094,0.094,2.39,0.239,0.059,0.059,1.5,0.15,MIN,MIN,MIN,MIN,0.313,0.313,7.95,0.795,0.018,0.018,0.46,0.046,8.5,8.5,1.489,14.89,0.1518,1.518,151.79,1517.9,0.85,0.85,0.1489,1.489,0.01518,0.1518,15.179,151.79,0.138,0.138,3.51,0.351,0.012,0.012,0.3,0.03,Music Wire,MW,1.4,1.4,6.23,0.635,635.04,Squared,Factory Option,8.3359,8.3359,Reference,Reference,10.34,10.34,Pre-coated with Tin,1,Instrument Compression Series (inch),ASTM A228,0.064,0.064,1.63,0.163,Reference,Reference,Reference,Reference,,0.0000833
CI 012B 04 S,CI 012B 04 S,CI012B04S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.088,0.088,2.24,0.224,+/-0.003,+/-0.003,+/-0.08,+/-0.008,0.094,0.094,2.39,0.239,0.059,0.059,1.5,0.15,MIN,MIN,MIN,MIN,0.313,0.313,7.95,0.795,0.018,0.018,0.46,0.046,7.1,7.1,1.243,12.43,0.1268,1.268,126.79,1267.9,0.71,0.71,0.1243,1.243,0.01268,0.1268,12.679,126.79,0.138,0.138,3.51,0.351,0.012,0.012,0.3,0.03,Stainless Steel,SS,1.1662,1.166,5.19,0.529,528.99,Squared,Factory Option,8.3164,8.3164,Reference,Reference,10.32,10.32,Passivate per ASTM A967,1,Instrument Compression Series (inch),ASTM A313,0.064,0.064,1.63,0.163,Reference,Reference,Reference,Reference,,0.0000848
CI 012B 04 S316,CI 012B 04 S316,CI012B04S316,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.088,0.088,2.24,0.224,+/-0.003,+/-0.003,+/-0.08,+/-0.008,0.094,0.094,2.39,0.239,0.059,0.059,1.5,0.15,MIN,MIN,MIN,MIN,0.313,0.313,7.95,0.795,0.018,0.018,0.46,0.046,7.1,7.1,1.243,12.43,0.1268,1.268,126.79,1267.9,0.71,0.71,0.1243,1.243,0.01268,0.1268,12.679,126.79,0.138,0.138,3.51,0.351,0.012,0.012,0.3,0.03,Stainless Steel Type 316,SS316,1.1662,1.166,5.19,0.529,528.99,Squared,Factory Option,8.3164,8.3164,Reference,Reference,10.32,10.32,Passivate per ASTM A967,1,Instrument Compression Series (inch),ASTM A313,0.064,0.064,1.63,0.163,Reference,Reference,Reference,Reference,,0.0000848
CI 012B 05 M,CI 012B 05 M,CI012B05M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.088,0.088,2.24,0.224,+/-0.003,+/-0.003,+/-0.08,+/-0.008,0.094,0.094,2.39,0.239,0.059,0.059,1.5,0.15,MIN,MIN,MIN,MIN,0.375,0.375,9.53,0.953,0.018,0.018,0.46,0.046,6.7,6.7,1.173,11.73,0.1196,1.196,119.65,1196.5,0.67,0.67,0.1173,1.173,0.01196,0.1196,11.965,119.65,0.162,0.162,4.12,0.412,0.012,0.012,0.3,0.03,Music Wire,MW,1.4,1.4,6.23,0.635,635.04,Squared,Factory Option,10.5754,10.5754,Reference,Reference,12.58,12.58,Pre-coated with Tin,1,Instrument Compression Series (inch),ASTM A228,0.064,0.064,1.63,0.163,Reference,Reference,Reference,Reference,,0.0001014
CI 012B 05 S,CI 012B 05 S,CI012B05S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.088,0.088,2.24,0.224,+/-0.003,+/-0.003,+/-0.08,+/-0.008,0.094,0.094,2.39,0.239,0.059,0.059,1.5,0.15,MIN,MIN,MIN,MIN,0.375,0.375,9.53,0.953,0.018,0.018,0.46,0.046,5.6,5.6,0.981,9.81,0.1,1,100,1000,0.56,0.56,0.0981,0.981,0.01,0.1,10,100,0.162,0.162,4.12,0.412,0.012,0.012,0.3,0.03,Stainless Steel,SS,1.1662,1.166,5.19,0.529,528.99,Squared,Factory Option,10.544,10.544,Reference,Reference,12.54,12.54,Passivate per ASTM A967,1,Instrument Compression Series (inch),ASTM A313,0.064,0.064,1.63,0.163,Reference,Reference,Reference,Reference,,0.0001031
CI 012B 05 S316,CI 012B 05 S316,CI012B05S316,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.088,0.088,2.24,0.224,+/-0.003,+/-0.003,+/-0.08,+/-0.008,0.094,0.094,2.39,0.239,0.059,0.059,1.5,0.15,MIN,MIN,MIN,MIN,0.375,0.375,9.53,0.953,0.018,0.018,0.46,0.046,5.6,5.6,0.981,9.81,0.1,1,100,1000,0.56,0.56,0.0981,0.981,0.01,0.1,10,100,0.162,0.162,4.12,0.412,0.012,0.012,0.3,0.03,Stainless Steel Type 316,SS316,1.1662,1.166,5.19,0.529,528.99,Squared,Factory Option,10.544,10.544,Reference,Reference,12.54,12.54,Passivate per ASTM A967,1,Instrument Compression Series (inch),ASTM A313,0.064,0.064,1.63,0.163,Reference,Reference,Reference,Reference,,0.000103
CI 012B 06 M,CI 012B 06 M,CI012B06M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.088,0.088,2.24,0.224,+/-0.003,+/-0.003,+/-0.08,+/-0.008,0.094,0.094,2.39,0.239,0.059,0.059,1.5,0.15,MIN,MIN,MIN,MIN,0.438,0.438,11.13,1.113,0.018,0.018,0.46,0.046,5.8,5.8,1.016,10.16,0.1036,1.036,103.58,1035.8,0.58,0.58,0.1016,1.016,0.01036,0.1036,10.358,103.58,0.183,0.183,4.65,0.465,0.012,0.012,0.3,0.03,Music Wire,MW,1.4,1.4,6.23,0.635,635.04,Squared,Factory Option,12.2165,12.2165,Reference,Reference,14.22,14.22,Pre-coated with Tin,1,Instrument Compression Series (inch),ASTM A228,0.064,0.064,1.63,0.163,Reference,Reference,Reference,Reference,,0.0001146
CI 012B 06 S,CI 012B 06 S,CI012B06S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.088,0.088,2.24,0.224,+/-0.003,+/-0.003,+/-0.08,+/-0.008,0.094,0.094,2.39,0.239,0.059,0.059,1.5,0.15,MIN,MIN,MIN,MIN,0.438,0.438,11.13,1.113,0.018,0.018,0.46,0.046,4.8,4.8,0.841,8.41,0.0857,0.857,85.72,857.2,0.48,0.48,0.0841,0.841,0.00857,0.0857,8.572,85.72,0.183,0.183,4.65,0.465,0.012,0.012,0.3,0.03,Stainless Steel,SS,1.1662,1.166,5.19,0.529,528.99,Squared,Factory Option,12.3013,12.3013,Reference,Reference,14.3,14.3,Passivate per ASTM A967,1,Instrument Compression Series (inch),ASTM A313,0.064,0.064,1.63,0.163,Reference,Reference,Reference,Reference,,0.0001175
CI 012B 06 S316,CI 012B 06 S316,CI012B06S316,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.088,0.088,2.24,0.224,+/-0.003,+/-0.003,+/-0.08,+/-0.008,0.094,0.094,2.39,0.239,0.059,0.059,1.5,0.15,MIN,MIN,MIN,MIN,0.438,0.438,11.13,1.113,0.018,0.018,0.46,0.046,4.8,4.8,0.841,8.41,0.0857,0.857,85.72,857.2,0.48,0.48,0.0841,0.841,0.00857,0.0857,8.572,85.72,0.183,0.183,4.65,0.465,0.012,0.012,0.3,0.03,Stainless Steel Type 316,SS316,1.1662,1.166,5.19,0.529,528.99,Squared,Factory Option,12.3013,12.3013,Reference,Reference,14.3,14.3,Passivate per ASTM A967,1,Instrument Compression Series (inch),ASTM A313,0.064,0.064,1.63,0.163,Reference,Reference,Reference,Reference,,0.0001175
CI 012B 07 M,CI 012B 07 M,CI012B07M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.088,0.088,2.24,0.224,+/-0.003,+/-0.003,+/-0.08,+/-0.008,0.094,0.094,2.39,0.239,0.059,0.059,1.5,0.15,MIN,MIN,MIN,MIN,0.5,0.5,12.7,1.27,0.018,0.018,0.46,0.046,5,5,0.876,8.76,0.0893,0.893,89.29,892.9,0.5,0.5,0.0876,0.876,0.00893,0.0893,8.929,89.29,0.204,0.204,5.18,0.518,0.012,0.012,0.3,0.03,Music Wire,MW,1.4,1.4,6.23,0.635,635.04,Squared,Factory Option,14.1711,14.1711,Reference,Reference,16.17,16.17,Pre-coated with Tin,1,Instrument Compression Series (inch),ASTM A228,0.064,0.064,1.63,0.163,Reference,Reference,Reference,Reference,,0.0001304
CI 012B 07 S,CI 012B 07 S,CI012B07S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.088,0.088,2.24,0.224,+/-0.003,+/-0.003,+/-0.08,+/-0.008,0.094,0.094,2.39,0.239,0.059,0.059,1.5,0.15,MIN,MIN,MIN,MIN,0.5,0.5,12.7,1.27,0.018,0.018,0.46,0.046,4.2,4.2,0.736,7.36,0.075,0.75,75,750,0.42,0.42,0.0736,0.736,0.0075,0.075,7.5,75,0.204,0.204,5.18,0.518,0.012,0.012,0.3,0.03,Stainless Steel,SS,1.1662,1.166,5.19,0.529,528.99,Squared,Factory Option,14.0586,14.0586,Reference,Reference,16.06,16.06,Passivate per ASTM A967,1,Instrument Compression Series (inch),ASTM A313,0.064,0.064,1.63,0.163,Reference,Reference,Reference,Reference,,0.000132
CI 012B 07 S316,CI 012B 07 S316,CI012B07S316,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.088,0.088,2.24,0.224,+/-0.003,+/-0.003,+/-0.08,+/-0.008,0.094,0.094,2.39,0.239,0.059,0.059,1.5,0.15,MIN,MIN,MIN,MIN,0.5,0.5,12.7,1.27,0.018,0.018,0.46,0.046,4.2,4.2,0.736,7.36,0.075,0.75,75,750,0.42,0.42,0.0736,0.736,0.0075,0.075,7.5,75,0.204,0.204,5.18,0.518,0.012,0.012,0.3,0.03,Stainless Steel Type 316,SS316,1.1662,1.166,5.19,0.529,528.99,Squared,Factory Option,14.0586,14.0586,Reference,Reference,16.06,16.06,Passivate per ASTM A967,1,Instrument Compression Series (inch),ASTM A313,0.064,0.064,1.63,0.163,Reference,Reference,Reference,Reference,,0.000132
CI 012B 08 M,CI 012B 08 M,CI012B08M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.088,0.088,2.24,0.224,+/-0.003,+/-0.003,+/-0.08,+/-0.008,0.094,0.094,2.39,0.239,0.059,0.059,1.5,0.15,MIN,MIN,MIN,MIN,0.563,0.563,14.3,1.43,0.02,0.02,0.51,0.051,4.5,4.5,0.788,7.88,0.0804,0.804,80.36,803.6,0.45,0.45,0.0788,0.788,0.00804,0.0804,8.036,80.36,0.226,0.226,5.74,0.574,0.012,0.012,0.3,0.03,Music Wire,MW,1.4,1.4,6.23,0.635,635.04,Squared,Factory Option,15.7457,15.7457,Reference,Reference,17.75,17.75,Pre-coated with Tin,1,Instrument Compression Series (inch),ASTM A228,0.064,0.064,1.63,0.163,Reference,Reference,Reference,Reference,,0.0001431
CI 012B 08 S,CI 012B 08 S,CI012B08S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.088,0.088,2.24,0.224,+/-0.003,+/-0.003,+/-0.08,+/-0.008,0.094,0.094,2.39,0.239,0.059,0.059,1.5,0.15,MIN,MIN,MIN,MIN,0.563,0.563,14.3,1.43,0.02,0.02,0.51,0.051,3.7,3.7,0.648,6.48,0.0661,0.661,66.07,660.7,0.37,0.37,0.0648,0.648,0.00661,0.0661,6.607,66.07,0.226,0.226,5.74,0.574,0.012,0.012,0.3,0.03,Stainless Steel,SS,1.1662,1.166,5.19,0.529,528.99,Squared,Factory Option,15.9585,15.9585,Reference,Reference,17.96,17.96,Passivate per ASTM A967,1,Instrument Compression Series (inch),ASTM A313,0.064,0.064,1.63,0.163,Reference,Reference,Reference,Reference,,0.0001476
CI 012B 08 S316,CI 012B 08 S316,CI012B08S316,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.088,0.088,2.24,0.224,+/-0.003,+/-0.003,+/-0.08,+/-0.008,0.094,0.094,2.39,0.239,0.059,0.059,1.5,0.15,MIN,MIN,MIN,MIN,0.563,0.563,14.3,1.43,0.02,0.02,0.51,0.051,3.7,3.7,0.648,6.48,0.0661,0.661,66.07,660.7,0.37,0.37,0.0648,0.648,0.00661,0.0661,6.607,66.07,0.226,0.226,5.74,0.574,0.012,0.012,0.3,0.03,Stainless Steel Type 316,SS316,1.1662,1.166,5.19,0.529,528.99,Squared,Factory Option,15.9585,15.9585,Reference,Reference,17.96,17.96,Passivate per ASTM A967,1,Instrument Compression Series (inch),ASTM A313,0.064,0.064,1.63,0.163,Reference,Reference,Reference,Reference,,0.0001476
CI 012B 09 M,CI 012B 09 M,CI012B09M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.088,0.088,2.24,0.224,+/-0.003,+/-0.003,+/-0.08,+/-0.008,0.094,0.094,2.39,0.239,0.059,0.059,1.5,0.15,MIN,MIN,MIN,MIN,0.625,0.625,15.88,1.588,0.02,0.02,0.51,0.051,3.9,3.9,0.683,6.83,0.0696,0.696,69.65,696.5,0.39,0.39,0.0683,0.683,0.00696,0.0696,6.965,69.65,0.25,0.25,6.35,0.635,0.012,0.012,0.3,0.03,Music Wire,MW,1.4,1.4,6.23,0.635,635.04,Squared,Factory Option,18.1681,18.1681,Reference,Reference,20.17,20.17,Pre-coated with Tin,1,Instrument Compression Series (inch),ASTM A228,0.064,0.064,1.63,0.163,Reference,Reference,Reference,Reference,,0.0001626
CI 012B 09 S,CI 012B 09 S,CI012B09S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.088,0.088,2.24,0.224,+/-0.003,+/-0.003,+/-0.08,+/-0.008,0.094,0.094,2.39,0.239,0.059,0.059,1.5,0.15,MIN,MIN,MIN,MIN,0.625,0.625,15.88,1.588,0.02,0.02,0.51,0.051,3.2,3.2,0.56,5.6,0.0571,0.571,57.15,571.5,0.32,0.32,0.056,0.56,0.00571,0.0571,5.715,57.15,0.25,0.25,6.35,0.635,0.012,0.012,0.3,0.03,Stainless Steel,SS,1.1662,1.166,5.19,0.529,528.99,Squared,Factory Option,18.452,18.452,Reference,Reference,20.45,20.45,Passivate per ASTM A967,1,Instrument Compression Series (inch),ASTM A313,0.064,0.064,1.63,0.163,Reference,Reference,Reference,Reference,,0.0001681
CI 012B 09 S316,CI 012B 09 S316,CI012B09S316,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.088,0.088,2.24,0.224,+/-0.003,+/-0.003,+/-0.08,+/-0.008,0.094,0.094,2.39,0.239,0.059,0.059,1.5,0.15,MIN,MIN,MIN,MIN,0.625,0.625,15.88,1.588,0.02,0.02,0.51,0.051,3.2,3.2,0.56,5.6,0.0571,0.571,57.15,571.5,0.32,0.32,0.056,0.56,0.00571,0.0571,5.715,57.15,0.25,0.25,6.35,0.635,0.012,0.012,0.3,0.03,Stainless Steel Type 316,SS316,1.1662,1.166,5.19,0.529,528.99,Squared,Factory Option,18.452,18.452,Reference,Reference,20.45,20.45,Passivate per ASTM A967,1,Instrument Compression Series (inch),ASTM A313,0.064,0.064,1.63,0.163,Reference,Reference,Reference,Reference,,0.0001681
CI 012B 10 M,CI 012B 10 M,CI012B10M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.088,0.088,2.24,0.224,+/-0.003,+/-0.003,+/-0.08,+/-0.008,0.094,0.094,2.39,0.239,0.059,0.059,1.5,0.15,MIN,MIN,MIN,MIN,0.75,0.75,19.05,1.905,0.024,0.024,0.61,0.061,3,3,0.525,5.25,0.0536,0.536,53.57,535.7,0.3,0.3,0.0525,0.525,0.00536,0.0536,5.357,53.57,0.315,0.315,8,0.8,0.012,0.012,0.3,0.03,Music Wire,MW,1.4,1.4,6.23,0.635,635.04,Squared,Factory Option,23.6186,23.6186,Reference,Reference,25.62,25.62,Pre-coated with Tin,1,Instrument Compression Series (inch),ASTM A228,0.064,0.064,1.63,0.163,Reference,Reference,Reference,Reference,,0.0002066
CI 012B 10 S,CI 012B 10 S,CI012B10S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.088,0.088,2.24,0.224,+/-0.003,+/-0.003,+/-0.08,+/-0.008,0.094,0.094,2.39,0.239,0.059,0.059,1.5,0.15,MIN,MIN,MIN,MIN,0.75,0.75,19.05,1.905,0.024,0.024,0.61,0.061,2.5,2.5,0.438,4.38,0.0446,0.446,44.65,446.5,0.25,0.25,0.0438,0.438,0.00446,0.0446,4.465,44.65,0.315,0.315,8,0.8,0.012,0.012,0.3,0.03,Stainless Steel,SS,1.1662,1.166,5.19,0.529,528.99,Squared,Factory Option,23.6186,23.6186,Reference,Reference,25.62,25.62,Passivate per ASTM A967,1,Instrument Compression Series (inch),ASTM A313,0.064,0.064,1.63,0.163,Reference,Reference,Reference,Reference,,0.0002105
CI 012B 10 S316,CI 012B 10 S316,CI012B10S316,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.088,0.088,2.24,0.224,+/-0.003,+/-0.003,+/-0.08,+/-0.008,0.094,0.094,2.39,0.239,0.059,0.059,1.5,0.15,MIN,MIN,MIN,MIN,0.75,0.75,19.05,1.905,0.024,0.024,0.61,0.061,2.5,2.5,0.438,4.38,0.0446,0.446,44.65,446.5,0.25,0.25,0.0438,0.438,0.00446,0.0446,4.465,44.65,0.315,0.315,8,0.8,0.012,0.012,0.3,0.03,Stainless Steel Type 316,SS316,1.1662,1.166,5.19,0.529,528.99,Squared,Factory Option,23.6186,23.6186,Reference,Reference,25.62,25.62,Passivate per ASTM A967,1,Instrument Compression Series (inch),ASTM A313,0.064,0.064,1.63,0.163,Reference,Reference,Reference,Reference,,0.0002105
CI 012B 11 M,CI 012B 11 M,CI012B11M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.088,0.088,2.24,0.224,+/-0.003,+/-0.003,+/-0.08,+/-0.008,0.094,0.094,2.39,0.239,0.059,0.059,1.5,0.15,MIN,MIN,MIN,MIN,0.875,0.875,22.23,2.223,0.028,0.028,0.71,0.071,2.8,2.8,0.49,4.9,0.05,0.5,50,500,0.28,0.28,0.049,0.49,0.005,0.05,5,50,0.355,0.355,9.02,0.902,0.012,0.012,0.3,0.03,Music Wire,MW,1.4,1.4,6.23,0.635,635.04,Squared,Factory Option,25.31,25.31,Reference,Reference,27.31,27.31,Pre-coated with Tin,1,Instrument Compression Series (inch),ASTM A228,0.064,0.064,1.63,0.163,Reference,Reference,Reference,Reference,,0.00023
CI 012B 11 S,CI 012B 11 S,CI012B11S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.088,0.088,2.24,0.224,+/-0.003,+/-0.003,+/-0.08,+/-0.008,0.094,0.094,2.39,0.239,0.059,0.059,1.5,0.15,MIN,MIN,MIN,MIN,0.875,0.875,22.23,2.223,0.028,0.028,0.71,0.071,2.33,2.33,0.408,4.08,0.0416,0.416,41.61,416.1,0.233,0.233,0.0408,0.408,0.00416,0.0416,4.161,41.61,0.355,0.355,9.02,0.902,0.012,0.012,0.3,0.03,Stainless Steel,SS,1.1662,1.166,5.19,0.529,528.99,Squared,Factory Option,25.31,25.31,Reference,Reference,27.31,27.31,Passivate per ASTM A967,1,Instrument Compression Series (inch),ASTM A313,0.064,0.064,1.63,0.163,Reference,Reference,Reference,Reference,,0.00023
CI 012B 11 S316,CI 012B 11 S316,CI012B11S316,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.088,0.088,2.24,0.224,+/-0.003,+/-0.003,+/-0.08,+/-0.008,0.094,0.094,2.39,0.239,0.059,0.059,1.5,0.15,MIN,MIN,MIN,MIN,0.875,0.875,22.23,2.223,0.028,0.028,0.71,0.071,2.33,2.33,0.408,4.08,0.0416,0.416,41.61,416.1,0.233,0.233,0.0408,0.408,0.00416,0.0416,4.161,41.61,0.355,0.355,9.02,0.902,0.012,0.012,0.3,0.03,Stainless Steel Type 316,SS316,1.1662,1.166,5.19,0.529,528.99,Squared,Factory Option,25.31,25.31,Reference,Reference,27.31,27.31,Passivate per ASTM A967,1,Instrument Compression Series (inch),ASTM A313,0.064,0.064,1.63,0.163,Reference,Reference,Reference,Reference,,0.0012299
CI 012B 12 M,CI 012B 12 M,CI012B12M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.088,0.088,2.24,0.224,+/-0.003,+/-0.003,+/-0.08,+/-0.008,0.094,0.094,2.39,0.239,0.059,0.059,1.5,0.15,MIN,MIN,MIN,MIN,1,1,25.4,2.54,0.033,0.033,0.84,0.084,2.4,2.4,0.42,4.2,0.0429,0.429,42.86,428.6,0.24,0.24,0.042,0.42,0.00429,0.0429,4.286,42.86,0.403,0.403,10.24,1.024,0.012,0.012,0.3,0.03,Music Wire,MW,1.4,1.4,6.23,0.635,635.04,Squared,Factory Option,29.5232,29.5232,Reference,Reference,31.52,31.52,Pre-coated with Tin,1,Instrument Compression Series (inch),ASTM A228,0.064,0.064,1.63,0.163,Reference,Reference,Reference,Reference,,0.0002542
CI 012B 12 S,CI 012B 12 S,CI012B12S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.088,0.088,2.24,0.224,+/-0.003,+/-0.003,+/-0.08,+/-0.008,0.094,0.094,2.39,0.239,0.059,0.059,1.5,0.15,MIN,MIN,MIN,MIN,1,1,25.4,2.54,0.033,0.033,0.84,0.084,2,2,0.35,3.5,0.0357,0.357,35.72,357.2,0.2,0.2,0.035,0.35,0.00357,0.0357,3.572,35.72,0.403,0.403,10.24,1.024,0.012,0.012,0.3,0.03,Stainless Steel,SS,1.1662,1.166,5.19,0.529,528.99,Squared,Factory Option,29.5232,29.5232,Reference,Reference,31.52,31.52,Passivate per ASTM A967,1,Instrument Compression Series (inch),ASTM A313,0.064,0.064,1.63,0.163,Reference,Reference,Reference,Reference,,0.0002591
